lead_id,nome_ficticio,municipio,canal_captacao,curso_interesse,faixa_etaria,turno_preferencia,dia_semana_contato,dias_sem_contato,n_tentativas,respondeu_contato,renda_estimada,converteu
1575,Juan Rezende,Costa do Oeste,Indicação,Inglês Adulto,18-24,Noite,Quinta-feira,5,2,1,3009.24,0
1576,Lorenzo Moraes,Viana,Instagram,Inglês Intermediário,18-24,Manhã,Terça-feira,7,3,1,3663.26,0
1577,Calebe Cavalcante,Fernandes,Tráfego Orgânico,Inglês Básico,18-24,Noite,Quarta-feira,8,3,1,9129.9,0
1578,Yasmin Abreu,Rios,Tráfego Orgânico,Espanhol,18-24,Manhã,Sexta-feira,5,0,0,3784.37,0
1579,Ana Luiza Costela,Sales de Sales,Evento Presencial,Inglês Intermediário,25-34,Noite,Sábado,4,2,0,3582.9,1
1580,Hadassa Rodrigues,Peixoto de Sales,Tráfego Orgânico,Francês,25-34,Noite,Terça-feira,5,3,0,3703.76,0
1581,Bella Costela,Pacheco Verde,Tráfego Orgânico,Inglês Básico,35-44,Noite,Quinta-feira,7,4,1,3104.69,0
1582,Maya Ramos,Pimenta da Mata,Instagram,Espanhol,25-34,Noite,Segunda-feira,10,3,0,2754.72,0
1583,Eduardo Alves,Farias da Serra,Google Ads,Espanhol,18-24,Tarde,Domingo,9,1,0,3925.67,1
1584,Luísa Andrade,Marques,Instagram,Inglês Adulto,35-44,Noite,Terça-feira,2,1,0,2650.16,1
1585,Brayan Aragão,Monteiro,Facebook Ads,Inglês Básico,,Tarde,Sexta-feira,1,1,0,3230.8,0
1586,José Novais,Abreu,Evento Presencial,Inglês Adulto,,Noite,Terça-feira,4,3,1,2265.92,0
1587,Ian da Luz,Sales,Instagram,Inglês Adulto,18-24,Noite,Quinta-feira,6,3,1,3714.22,0
1588,Maria Julia Machado,Martins,Google Ads,Espanhol,25-34,Manhã,Quinta-feira,7,1,1,4826.25,1
1589,Maria Luiza Lopes,da Costa,Instagram,Inglês Intermediário,45-54,Manhã,Terça-feira,10,2,0,3114.94,0
1590,Sr. Mathias Rocha,Sousa de Vargas,Instagram,Inglês Básico,35-44,Manhã,Sexta-feira,8,2,1,1159.69,0
1591,Vitor Abreu,Sousa das Flores,Instagram,Inglês Básico,35-44,Manhã,Sábado,5,1,0,4842.68,1
1592,Ana Luiza Sá,Guerra,Indicação,Inglês Adulto,35-44,Tarde,Sábado,4,4,1,3739.17,0
1593,Dra. Ana Clara Sampaio,Abreu,Evento Presencial,Francês,18-24,Noite,Terça-feira,12,2,1,2026.86,0
1594,Luiz Henrique Montenegro,Albuquerque de Minas,Google Ads,Inglês Básico,35-44,Tarde,Sexta-feira,3,0,0,5355.17,0
1595,João Vitor Viana,Alves da Prata,Tráfego Orgânico,Inglês Teens,45-54,Noite,Quinta-feira,9,2,1,1621.95,0
1596,Liz Pereira,Casa Grande,Facebook Ads,Espanhol,55+,Noite,Quinta-feira,6,4,0,6219.8,0
1597,João Miguel Teixeira,Macedo do Oeste,Instagram,Inglês Básico,25-34,Noite,Quarta-feira,5,4,0,,0
1598,Maria Helena Gonçalves,Aparecida do Sul,Instagram,Inglês Básico,25-34,Tarde,Quinta-feira,10,2,0,1004.9,0
1599,Ana Melo,Costa,Tráfego Orgânico,Inglês Adulto,35-44,Noite,Segunda-feira,3,1,0,3860.68,0
1600,Vitor Câmara,Cavalcanti de Goiás,Instagram,Inglês Adulto,25-34,Noite,Quarta-feira,11,2,1,2799.27,0
1601,Matteo Vieira,Silveira da Serra,Evento Presencial,Inglês Básico,25-34,,Terça-feira,7,5,1,,0
1602,Laís Porto,Novaes de Goiás,Indicação,Inglês Teens,18-24,Noite,Terça-feira,3,2,1,2332.67,0
1603,Kaique Rocha,Costa,Facebook Ads,Inglês Adulto,18-24,,Segunda-feira,10,5,1,3263.48,0
1604,Dra. Maria Fernanda Albuquerque,Cavalcanti,Tráfego Orgânico,Espanhol,25-34,Tarde,Terça-feira,3,3,1,2680.25,0
1605,Cecília Campos,Brito do Sul,Instagram,Espanhol,,Noite,Sexta-feira,9,0,0,1260.59,0
1606,André Oliveira,Garcia,Instagram,Inglês Teens,18-24,Tarde,Quinta-feira,12,2,0,7045.58,0
1607,Maria Júlia Nascimento,Fernandes,Evento Presencial,Inglês Adulto,18-24,Noite,Segunda-feira,8,1,0,3059.85,0
1608,Antonella das Neves,das Neves,Instagram,Inglês Básico,45-54,Manhã,Sexta-feira,5,3,1,,0
1609,Luiz Felipe Cunha,da Costa de Freitas,Google Ads,Inglês Adulto,18-24,Manhã,Sábado,4,3,1,,0
1610,Sophie Casa Grande,Ribeiro da Serra,Google Ads,Inglês Básico,,Tarde,Sábado,7,4,1,5347.69,0
1611,Francisco Câmara,Silva de Minas,Instagram,Inglês Adulto,25-34,Manhã,Sexta-feira,8,1,0,1713.65,0
1612,Isis Correia,Casa Grande,Tráfego Orgânico,Inglês Básico,25-34,Noite,Domingo,9,2,0,3767.67,0
1613,Fernando Rios,Vieira,Tráfego Orgânico,Inglês Adulto,55+,Manhã,Quinta-feira,6,2,1,2538.96,1
1614,Ana Júlia Sá,Correia,Instagram,Inglês Básico,45-54,Noite,Domingo,3,1,0,2621.59,0
1615,Nicole Ramos,Sales da Praia,Tráfego Orgânico,Inglês Básico,25-34,Manhã,Domingo,7,2,1,1907.52,1
1616,Ana Sophia da Rocha,Peixoto das Pedras,Instagram,Inglês Básico,25-34,Noite,Terça-feira,10,3,0,2488.27,1
1617,Ana Lívia da Cunha,Aparecida,Indicação,Inglês Adulto,25-34,Tarde,Sábado,9,1,0,3517.01,0
1618,Gael Henrique Silveira,Nascimento,Google Ads,Inglês Teens,18-24,Manhã,Sexta-feira,6,4,1,3983.6,0
1619,Raquel Farias,Vieira Grande,Evento Presencial,Inglês Básico,25-34,Manhã,Sexta-feira,10,5,1,,0
1620,Sr. Isaac Brito,da Cruz do Norte,Indicação,Espanhol,18-24,Noite,Sábado,7,2,1,3329.26,1
1621,Bernardo Correia,Cardoso do Galho,Instagram,Espanhol,18-24,,Quarta-feira,4,0,0,5705.4,0
1622,Dr. Rael Farias,Costela de Siqueira,Google Ads,Inglês Intermediário,35-44,Noite,Quarta-feira,7,4,0,1402.59,0
1623,Lorena Sales,Viana,Tráfego Orgânico,Inglês Adulto,18-24,Tarde,Quinta-feira,5,2,1,,0
1624,Daniela Nunes,Vieira de Ribeiro,Indicação,Inglês Intermediário,18-24,Tarde,Sexta-feira,5,3,1,2074.73,0
1625,Maria Clara Dias,Cavalcante,Instagram,Inglês Básico,25-34,Manhã,Sábado,8,1,0,1961.65,0
1626,Eloá Abreu,Sá do Galho,Facebook Ads,Inglês Adulto,25-34,Tarde,Sábado,7,3,1,4040.3,1
1627,Sr. Henry Silva,Monteiro do Galho,Instagram,Inglês Básico,18-24,Noite,Sexta-feira,8,2,0,2593.15,0
1628,Dra. Maya da Mota,Cavalcanti de Duarte,Instagram,Espanhol,18-24,Tarde,Domingo,11,2,0,1792.34,0
1629,Sr. Lucas Mendes,Moura do Amparo,Instagram,Espanhol,18-24,Noite,Terça-feira,8,1,1,7250.85,0
1630,Melissa Fogaça,Melo de da Mata,Google Ads,Inglês Teens,,Noite,Domingo,4,1,1,5805.54,0
1631,Ryan Novaes,Porto Verde,Google Ads,Inglês Adulto,45-54,Manhã,Segunda-feira,8,1,0,1209.24,0
1632,Erick Ramos,Costela,Tráfego Orgânico,Inglês Adulto,45-54,Manhã,Quinta-feira,6,3,0,1555.55,0
1633,Anna Liz da Mota,Costa,Facebook Ads,Francês,25-34,Manhã,Segunda-feira,14,2,1,4850.9,0
1634,Vitor Gabriel Costa,da Costa de Gonçalves,Facebook Ads,Inglês Básico,25-34,Manhã,Quinta-feira,6,2,1,2992.42,1
1635,Breno Siqueira,das Neves,Evento Presencial,Inglês Básico,35-44,Manhã,Quarta-feira,11,2,1,,0
1636,Antony Montenegro,Garcia Verde,Google Ads,Inglês Adulto,35-44,Noite,Segunda-feira,3,4,0,,0
1637,Ana Pacheco,Freitas,Google Ads,Inglês Intermediário,18-24,Manhã,Quinta-feira,4,5,1,,0
1638,Maria Luiza Vargas,Novaes de Minas,Evento Presencial,Inglês Intermediário,18-24,Noite,Sexta-feira,7,2,1,1995.19,0
1639,Hadassa Andrade,Sá,Instagram,Inglês Básico,25-34,Noite,Terça-feira,6,3,0,4586.22,0
1640,Joana Nogueira,da Rocha,Facebook Ads,Inglês Adulto,35-44,Noite,Sexta-feira,3,3,0,1735.15,0
1641,Olivia Rezende,Moreira de Fogaça,Tráfego Orgânico,Inglês Básico,18-24,Noite,Terça-feira,11,4,1,7175.32,0
1642,Luiz Otávio Gonçalves,Pacheco,Indicação,Inglês Básico,25-34,Manhã,Segunda-feira,3,2,1,4414.7,0
1643,João Vitor Carvalho,Martins,Google Ads,Inglês Básico,25-34,Manhã,Segunda-feira,6,1,1,2223.55,0
1644,Sarah Moraes,Lima dos Dourados,Instagram,Inglês Intermediário,25-34,Manhã,Quinta-feira,4,3,1,,0
1645,Miguel Fonseca,Lopes de Jesus,Instagram,Espanhol,25-34,Noite,Sexta-feira,6,2,1,12008.34,0
1646,Alexia Ribeiro,Monteiro Alegre,Google Ads,Inglês Intermediário,,Noite,Quinta-feira,4,1,0,3105.19,0
1647,Enzo Sá,Garcia do Sul,Instagram,Inglês Adulto,25-34,Tarde,Sexta-feira,9,2,0,4737.41,0
1648,Cecilia Machado,Macedo,Tráfego Orgânico,Inglês Teens,25-34,Tarde,Quinta-feira,10,2,1,2760.07,0
1649,Felipe Nunes,da Luz,Evento Presencial,Inglês Intermediário,18-24,Tarde,Sexta-feira,3,4,0,3668.22,0
1650,Clara Sousa,Fogaça,Tráfego Orgânico,Inglês Teens,45-54,Tarde,Domingo,4,1,0,1527.73,0
1651,Sra. Maria Alice Aparecida,da Rocha,Instagram,Inglês Adulto,25-34,Noite,Quarta-feira,11,2,1,3498.98,0
1652,Ryan da Conceição,Viana,Instagram,Inglês Adulto,18-24,Manhã,Segunda-feira,9,3,0,3584.9,0
1653,João Freitas,da Conceição do Campo,Instagram,Inglês Básico,25-34,Tarde,Segunda-feira,5,1,1,9414.13,0
1654,Asafe Rios,Barbosa,Indicação,Inglês Básico,45-54,Tarde,Quinta-feira,12,2,0,1304.1,1
1655,Valentim Vieira,Andrade da Prata,Evento Presencial,Francês,35-44,Manhã,Quinta-feira,9,3,0,2998.99,1
1656,Dr. Ravy Marques,Farias,Google Ads,Inglês Teens,45-54,Tarde,Terça-feira,7,2,0,7108.05,0
1657,Asafe Rezende,Rocha,Instagram,Espanhol,35-44,Noite,Sábado,6,4,1,3064.21,0
1658,Sr. Vicente Porto,da Cunha da Mata,Tráfego Orgânico,Espanhol,,Manhã,Domingo,9,0,1,3185.23,0
1659,João Pacheco,Correia Grande,Instagram,Inglês Básico,,Noite,Terça-feira,8,2,0,2213.27,0
1660,Emanuella Garcia,Albuquerque da Mata,Indicação,Inglês Teens,18-24,Tarde,Terça-feira,4,3,0,2095.58,1
1661,Maria Flor Fonseca,Ferreira das Flores,Instagram,Inglês Intermediário,35-44,Manhã,Terça-feira,4,0,0,1282.16,0
1662,Ana Vitória Moreira,Pacheco do Sul,Facebook Ads,Inglês Teens,35-44,Manhã,Quarta-feira,7,0,0,2476.12,0
1663,Marcos Vinicius Câmara,Rezende de Moraes,Tráfego Orgânico,Inglês Básico,18-24,Tarde,Sábado,5,2,1,2031.18,0
1664,Maria Luiza Fogaça,Gonçalves,Instagram,Inglês Básico,,Manhã,Quinta-feira,7,2,1,3734.76,0
1665,Dr. Rodrigo Pereira,da Conceição,Evento Presencial,Inglês Teens,25-34,Tarde,Segunda-feira,1,1,0,2269.47,1
1666,Theodoro Carvalho,Melo,Tráfego Orgânico,Inglês Teens,18-24,Noite,Quarta-feira,3,1,1,,0
1667,Eloah da Conceição,Moreira,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Segunda-feira,6,2,0,2729.31,0
1668,Théo Ramos,Silveira de Martins,Instagram,Inglês Intermediário,45-54,Noite,Quarta-feira,5,1,0,3408.5,0
1669,Heitor Cassiano,Vieira de Minas,Indicação,Inglês Intermediário,45-54,Tarde,Quarta-feira,9,0,0,2617.12,0
1670,Emanuel Fonseca,Correia das Pedras,Tráfego Orgânico,Francês,25-34,Noite,Quinta-feira,3,1,0,1951.86,0
1671,Bárbara Ribeiro,Costela dos Dourados,Instagram,Inglês Intermediário,55+,Noite,Quinta-feira,12,2,0,3669.06,0
1672,Oliver Farias,Novais de Alves,Facebook Ads,Inglês Intermediário,,Manhã,Sábado,2,1,1,6295.77,0
1673,Srta. Rafaela Rocha,Carvalho Verde,Tráfego Orgânico,Inglês Adulto,45-54,Tarde,Segunda-feira,10,0,0,3756.24,0
1674,Pietra Costela,das Neves,Indicação,Inglês Intermediário,45-54,Tarde,Sexta-feira,4,0,1,2502.68,1
1675,Elisa Ramos,Monteiro,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Segunda-feira,11,4,1,3270.79,1
1676,Alícia da Cruz,Fernandes de Goiás,Evento Presencial,Inglês Intermediário,35-44,Tarde,Terça-feira,4,0,0,1133.05,0
1677,Davi Lucas Oliveira,Lima das Flores,Facebook Ads,Inglês Teens,35-44,Manhã,Sábado,8,2,0,3241.68,0
1678,Elisa Carvalho,Duarte Verde,Google Ads,Espanhol,35-44,Noite,Sexta-feira,9,2,1,2808.27,1
1679,Sophie Aparecida,Nunes,Tráfego Orgânico,Espanhol,18-24,Manhã,Terça-feira,4,4,0,2094.59,0
1680,Clara Araújo,Carvalho,Google Ads,Inglês Adulto,35-44,Noite,Quarta-feira,5,1,0,2314.3,0
1681,José Pedro Cirino,Farias,Facebook Ads,Inglês Intermediário,55+,Noite,Sexta-feira,7,2,0,2793.05,0
1682,Maria Luiza Peixoto,Garcia do Oeste,Tráfego Orgânico,Inglês Teens,25-34,Noite,Domingo,9,0,1,6041.27,1
1683,Allana Silveira,Azevedo da Prata,Facebook Ads,Inglês Teens,55+,Noite,Quinta-feira,9,1,1,6381.46,0
1684,Dra. Larissa Barros,Correia do Amparo,Instagram,Inglês Adulto,25-34,Manhã,Segunda-feira,1,2,1,2100.75,0
1685,Pietro Pereira,Farias,Indicação,Inglês Adulto,18-24,Noite,Quarta-feira,6,2,1,2632.2,0
1686,Rafaela Cavalcante,Porto de da Rosa,Instagram,Inglês Teens,18-24,Noite,Segunda-feira,11,0,0,2669.36,0
1687,Noah Peixoto,Cavalcante,Google Ads,Inglês Adulto,35-44,Noite,Segunda-feira,8,2,1,5463.08,0
1688,Fernando Pinto,Rocha,Google Ads,Inglês Teens,35-44,Tarde,Quinta-feira,6,3,1,3791.61,0
1689,Sophia da Luz,Andrade,Google Ads,Inglês Básico,,Manhã,Sexta-feira,9,3,0,3683.26,0
1690,Luigi Marques,Alves de Cirino,Instagram,Inglês Intermediário,35-44,Tarde,Segunda-feira,6,5,1,4700.68,0
1691,Ana Lívia da Conceição,Azevedo,Tráfego Orgânico,Inglês Adulto,25-34,Tarde,Sexta-feira,8,2,1,2521.2,0
1692,Maria Isis Cardoso,da Paz do Oeste,Evento Presencial,Inglês Básico,25-34,Noite,Sexta-feira,6,4,0,7410.52,0
1693,Antony Costa,da Rocha,Instagram,Espanhol,45-54,Noite,Sexta-feira,9,1,0,,0
1694,Sofia Rodrigues,Marques,Facebook Ads,Inglês Adulto,35-44,Noite,Terça-feira,8,0,0,2185.86,0
1695,Clarice Pereira,Freitas,Facebook Ads,Inglês Básico,35-44,Noite,Quarta-feira,6,2,1,3084.72,0
1696,Felipe Melo,Cavalcante,Google Ads,Inglês Teens,35-44,Tarde,Segunda-feira,4,4,0,6891.74,0
1697,Ana Carolina Viana,Jesus das Flores,Instagram,Inglês Teens,55+,Tarde,Terça-feira,5,0,0,,0
1698,Sarah Sá,Camargo,Tráfego Orgânico,Inglês Teens,25-34,Tarde,Terça-feira,4,0,0,5900.4,0
1699,Caleb Mendes,Nascimento,Evento Presencial,Inglês Intermediário,25-34,,Terça-feira,7,4,1,2481.4,0
1700,Caroline Pereira,Mendes de Minas,Facebook Ads,Espanhol,18-24,,Terça-feira,4,3,1,2297.1,0
1701,Agatha Vasconcelos,Costela Grande,Evento Presencial,Inglês Intermediário,35-44,Tarde,Terça-feira,13,3,1,5030.61,0
1702,Marina Moreira,das Neves,Evento Presencial,Inglês Adulto,35-44,Tarde,Sábado,13,4,0,2164.26,0
1703,Maria Eduarda Aparecida,Santos do Amparo,Instagram,Inglês Básico,35-44,,Sexta-feira,10,0,0,,0
1704,Dra. Mariane da Conceição,Pereira,Facebook Ads,Inglês Adulto,25-34,Manhã,Quarta-feira,3,1,1,4246.76,1
1705,Maria Helena Ferreira,Pastor do Oeste,Google Ads,Inglês Teens,18-24,Tarde,Domingo,9,3,0,2164.71,0
1706,Beatriz Lima,da Mota de Costa,Evento Presencial,Inglês Adulto,35-44,,Terça-feira,5,0,0,3365.14,0
1707,José Miguel Mendes,Casa Grande,Indicação,Inglês Intermediário,55+,Noite,Quarta-feira,5,2,1,2588.13,0
1708,Bryan da Paz,Azevedo de Guerra,Google Ads,Inglês Teens,25-34,Noite,Sexta-feira,9,2,0,4240.58,0
1709,Ísis Jesus,Moura,Tráfego Orgânico,Inglês Adulto,18-24,Tarde,Quarta-feira,7,6,1,9885.33,0
1710,Gabriel Abreu,Nunes do Amparo,Instagram,Inglês Básico,25-34,Manhã,Terça-feira,4,5,1,2854.44,0
1711,Dra. Alana Oliveira,Martins de Oliveira,Tráfego Orgânico,Francês,,Noite,Quarta-feira,10,5,1,4694.26,0
1712,Bárbara Moreira,Sousa,Instagram,Inglês Teens,25-34,Noite,Quarta-feira,6,3,0,3547.37,0
1713,Marcos Vinicius Rezende,da Paz,Evento Presencial,Francês,25-34,Noite,Quinta-feira,9,1,0,,0
1714,Levi Jesus,Ferreira de Sampaio,Tráfego Orgânico,Francês,35-44,Tarde,Quarta-feira,9,3,0,3196.0,0
1715,Sr. Eduardo Lima,Gonçalves da Serra,Instagram,Espanhol,25-34,Noite,Quarta-feira,8,1,1,2184.06,0
1716,Isis da Luz,da Cruz da Serra,Tráfego Orgânico,Inglês Teens,25-34,Noite,Terça-feira,6,3,0,4208.43,0
1717,Mariana Nunes,Marques das Flores,Instagram,Inglês Adulto,18-24,Tarde,Quinta-feira,6,2,0,2986.06,0
1718,Dr. Miguel Sá,Sampaio,Facebook Ads,Inglês Básico,45-54,Noite,Terça-feira,5,3,1,2127.87,1
1719,Noah Novaes,Gonçalves,Facebook Ads,Inglês Adulto,25-34,Manhã,Sábado,9,2,0,6113.86,0
1720,Rafaela Cavalcanti,da Costa,Tráfego Orgânico,Inglês Teens,25-34,Noite,Sexta-feira,5,1,1,3695.88,1
1721,Dr. José das Neves,da Mota,Indicação,Inglês Adulto,18-24,Tarde,Quarta-feira,2,1,0,3087.34,0
1722,Manuella Vasconcelos,Rios de Minas,Instagram,Espanhol,35-44,Manhã,Sexta-feira,7,3,0,7314.03,0
1723,Sra. Cecilia Ribeiro,Monteiro,Facebook Ads,Inglês Básico,45-54,Noite,Segunda-feira,5,2,0,1274.96,1
1724,Ian Machado,Teixeira da Prata,Google Ads,Inglês Intermediário,18-24,Noite,Quarta-feira,7,2,0,7048.5,0
1725,Srta. Beatriz Cunha,Freitas,Google Ads,Inglês Adulto,18-24,Tarde,Quarta-feira,5,0,1,2156.87,0
1726,Maria Liz Viana,Sá,Indicação,Inglês Intermediário,18-24,Noite,Quarta-feira,6,3,1,3931.83,1
1727,Sr. Enrico Gomes,Montenegro,Instagram,Inglês Básico,35-44,Tarde,Sexta-feira,5,2,1,2532.81,0
1728,Alana Borges,Jesus dos Dourados,Tráfego Orgânico,Inglês Básico,45-54,Tarde,Domingo,11,2,1,2106.68,0
1729,Ravy Peixoto,da Cunha,Indicação,Inglês Teens,25-34,Noite,Quarta-feira,8,2,1,7209.51,1
1730,Aurora Azevedo,Montenegro,Instagram,Inglês Intermediário,,Tarde,Quarta-feira,6,4,1,,1
1731,Henry Freitas,Martins,Evento Presencial,Inglês Básico,35-44,Tarde,Quinta-feira,10,5,0,3099.03,0
1732,Arthur Miguel Silveira,Barbosa,Indicação,Inglês Básico,,Noite,Terça-feira,2,2,0,4209.21,0
1733,Maria Liz Pimenta,Garcia de Fernandes,Facebook Ads,Inglês Intermediário,25-34,Manhã,Segunda-feira,12,2,1,3611.45,0
1734,Stephany da Paz,Correia das Flores,Instagram,Inglês Básico,18-24,Tarde,Domingo,6,1,1,9066.1,0
1735,Dra. Ana Laura Vasconcelos,Albuquerque,Tráfego Orgânico,Inglês Teens,,Tarde,Sexta-feira,5,3,0,1094.75,0
1736,Thales Macedo,Camargo Grande,Facebook Ads,Inglês Teens,35-44,Noite,Domingo,10,3,0,4306.74,0
1737,Guilherme Ribeiro,Rios dos Dourados,Tráfego Orgânico,Inglês Básico,35-44,Manhã,Terça-feira,4,1,0,2346.31,0
1738,Laura Correia,Martins de Azevedo,Instagram,Inglês Adulto,35-44,Manhã,Segunda-feira,6,3,0,957.89,0
1739,Thomas Moreira,Novaes,Google Ads,Inglês Básico,,Noite,Quarta-feira,8,2,1,2870.46,0
1740,Srta. Eloá Rocha,Silva,Tráfego Orgânico,Inglês Intermediário,25-34,Manhã,Domingo,9,4,0,,0
1741,Luiz Miguel da Costa,Carvalho de Melo,Instagram,Espanhol,25-34,Tarde,Segunda-feira,8,1,1,2439.85,0
1742,Agatha Castro,Castro da Serra,Instagram,Inglês Adulto,18-24,Noite,Segunda-feira,5,2,1,5406.94,0
1743,João Guilherme Vasconcelos,Pereira,Indicação,Espanhol,45-54,Noite,Segunda-feira,4,3,0,6766.83,0
1744,Maria Rios,Cavalcanti,Evento Presencial,Inglês Básico,35-44,Manhã,Sexta-feira,6,3,1,3475.64,0
1745,Maria Luiza Pastor,Campos da Prata,Facebook Ads,Inglês Intermediário,,Noite,Sexta-feira,12,1,1,3739.73,0
1746,Valentim Albuquerque,Cavalcante de Minas,Facebook Ads,Inglês Intermediário,18-24,Noite,Sexta-feira,5,3,0,1361.79,0
1747,Dra. Ana Lívia Borges,Rocha,Facebook Ads,Inglês Intermediário,35-44,Tarde,Segunda-feira,13,2,0,,0
1748,Larissa Silveira,Cassiano dos Dourados,Google Ads,Francês,35-44,,Sexta-feira,7,2,1,5763.92,0
1749,Marcela Ferreira,Cavalcanti do Oeste,Google Ads,Inglês Básico,35-44,Noite,Quarta-feira,3,4,0,3618.78,0
1750,Henry Gabriel Pereira,Rocha,Google Ads,Espanhol,25-34,Noite,Segunda-feira,6,1,0,4283.63,0
1751,Rafael Guerra,Macedo,Facebook Ads,Espanhol,45-54,Noite,Terça-feira,6,1,0,,0
1752,Alana da Luz,Porto,Instagram,Inglês Adulto,35-44,Noite,Quarta-feira,3,2,0,11685.69,0
1753,Nicolas Montenegro,Gomes,Tráfego Orgânico,Inglês Intermediário,35-44,,Terça-feira,10,2,1,2762.06,1
1754,Brayan Montenegro,Macedo do Norte,Tráfego Orgânico,Inglês Adulto,,Noite,Domingo,6,0,0,8463.29,1
1755,Luigi Camargo,Aragão,Instagram,Inglês Básico,45-54,Noite,Quarta-feira,6,2,1,3766.66,0
1756,Jade Nascimento,Vargas do Oeste,Google Ads,Inglês Teens,45-54,Noite,Quarta-feira,10,0,0,,0
1757,Isis Sales,Freitas,Indicação,Inglês Intermediário,35-44,Noite,Quinta-feira,8,1,1,1784.3,0
1758,Maria Flor Nunes,Costa,Evento Presencial,Espanhol,25-34,Noite,Quinta-feira,7,0,0,3874.13,0
1759,Isabelly Sá,Almeida,Evento Presencial,Inglês Adulto,25-34,Manhã,Segunda-feira,5,1,1,2818.59,0
1760,Dr. Raul Pastor,Alves do Sul,Evento Presencial,Inglês Adulto,45-54,Manhã,Quinta-feira,8,3,1,3779.05,0
1761,Rodrigo Camargo,Correia de Minas,Instagram,Inglês Teens,35-44,Noite,Terça-feira,7,1,0,6855.63,0
1762,Bernardo Garcia,Brito,Instagram,Inglês Adulto,18-24,Tarde,Quarta-feira,12,5,1,4310.73,0
1763,Hellena Rocha,Silveira,Instagram,Espanhol,18-24,Noite,Sexta-feira,4,4,0,6848.12,0
1764,Srta. Luara Jesus,Aparecida,Indicação,Inglês Básico,45-54,Noite,Quinta-feira,3,1,1,2420.9,0
1765,Sr. João da Cruz,Moraes do Campo,Indicação,Francês,,Noite,Quarta-feira,8,3,1,2226.0,1
1766,Caleb Guerra,Duarte da Prata,Indicação,Inglês Teens,55+,Tarde,Segunda-feira,4,0,0,3531.14,0
1767,Manuela Barbosa,Pinto,Evento Presencial,Espanhol,25-34,Noite,Quarta-feira,12,1,0,3426.38,0
1768,Emanuelly Melo,Nogueira,Indicação,Inglês Intermediário,35-44,Manhã,Terça-feira,6,2,0,3159.9,0
1769,Dr. Henrique Oliveira,Lima do Campo,Indicação,Inglês Teens,45-54,Tarde,Sábado,13,2,1,,0
1770,Fernando Souza,Cunha,Tráfego Orgânico,Inglês Intermediário,25-34,Manhã,Quinta-feira,2,3,1,,0
1771,Esther Monteiro,Fogaça,Google Ads,Inglês Teens,18-24,,Sábado,5,2,0,2866.82,0
1772,Srta. Isabela Sousa,Cavalcanti do Sul,Tráfego Orgânico,Inglês Básico,55+,Tarde,Quarta-feira,3,3,0,7668.38,0
1773,João Costela,Rezende Alegre,Facebook Ads,Inglês Intermediário,18-24,Noite,Sexta-feira,9,3,0,3524.62,0
1774,Guilherme da Cruz,Gomes,Tráfego Orgânico,Inglês Intermediário,,Noite,Segunda-feira,11,2,0,,0
1775,Maria Alice Cassiano,Marques,Facebook Ads,Inglês Intermediário,35-44,Tarde,Terça-feira,4,3,0,,0
1776,Dante Barros,Azevedo,Google Ads,Inglês Intermediário,35-44,Manhã,Segunda-feira,7,8,0,2224.23,0
1777,Sabrina Pimenta,Rezende da Praia,Facebook Ads,Inglês Teens,25-34,,Segunda-feira,2,3,1,4283.3,0
1778,Vitor Hugo Aparecida,Azevedo,Google Ads,Inglês Básico,35-44,Noite,Sábado,8,1,0,10108.19,0
1779,Maria Fernanda Pinto,Jesus,Instagram,Inglês Teens,25-34,Noite,Sexta-feira,3,0,1,4019.47,0
1780,Dr. João Guilherme Mendonça,Vargas do Amparo,Google Ads,Inglês Básico,45-54,Tarde,Quinta-feira,4,1,0,5745.78,0
1781,Thomas da Mota,Silva,Instagram,Inglês Teens,25-34,Tarde,Quinta-feira,4,2,0,5124.65,0
1782,Hellena Sá,da Cunha,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Quinta-feira,15,6,1,4143.91,0
1783,Carolina Aragão,Peixoto,Instagram,Inglês Intermediário,,Noite,Quinta-feira,6,1,0,3878.03,0
1784,Mariana Mendes,Pires das Flores,Instagram,Inglês Teens,18-24,Tarde,Sexta-feira,8,0,0,4729.34,0
1785,Ana Beatriz Montenegro,Farias,Instagram,Espanhol,25-34,Manhã,Quinta-feira,4,4,1,5325.83,0
1786,Dr. Erick Marques,Porto,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Sexta-feira,14,4,1,1663.75,0
1787,Valentim Marques,Rios do Amparo,Instagram,Inglês Intermediário,18-24,Tarde,Terça-feira,8,3,1,4009.95,0
1788,Sr. Anthony Gabriel Rocha,Farias,Facebook Ads,Inglês Intermediário,18-24,Tarde,Domingo,6,3,0,3163.0,0
1789,Mateus Pacheco,Pereira,Tráfego Orgânico,Inglês Teens,25-34,Manhã,Segunda-feira,9,3,0,2821.94,0
1790,Luan Fonseca,Garcia de Moraes,Indicação,Inglês Básico,55+,Noite,Quarta-feira,5,4,0,7138.79,1
1791,Joana Cirino,Montenegro,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Sábado,7,2,1,2338.55,0
1792,Julia da Costa,da Conceição,Instagram,Inglês Intermediário,25-34,Tarde,Terça-feira,6,3,1,1625.21,0
